149,El Dorado, Superior Dark, Superior Dark,El Dorado Superior Dark, El Dorado Superior Dark, NULL,10, NULL,80,Guyana, NULL, 2012-08-29, n, n, n, n,www.theeldoradorum.com,NULL
150,El Dorado, Superior Gold, Superior Gold,El Dorado Superior Gold, El Dorado Superior Gold, NULL,10, NULL,80,Guyana, NULL, 2012-08-29, n, n, n, n,www.theeldoradorum.com,NULL
151,El Dorado, Superior High Strength, Superior High Strength,El Dorado Superior High Strength, El Dorado Superior High Strength, NULL,10, NULL,151,Guyana, NULL, 2012-08-29, n, n, n, n,NULL,NULL
152,El Dorado, Superior White, Superior White,El Dorado Superior White, El Dorado Superior White, NULL,10, NULL,80,Guyana, NULL, 2012-08-29, n, n, n, n,www.theeldoradorum.com,NULL
153,English Harbour, 10-year, 10-year,English Harbour 10-year, English Harbour 10-year,200,28, NULL,80,Antigua, NULL, 2012-08-29, n, n, n, n,NULL,NULL
154,English Harbour, 5-year, 5-year,English Harbour 5-year, English Harbour 5-year, NULL,10, NULL,80,Antigua, NULL, 2012-08-29, n, n, n, n,www.antiguadistillery.com,NULL
155,Facundo, Exquisito, Exquisito,Facundo Exquisito, Facundo Exquisito,300,29, NULL,80,Puerto Rico, NULL, 2012-08-29, n, n, n, n,NULL,7-23yr aged
156,Fernandes, Black Label, Black Label,Fernandes Black Label, Fernandes Black Label, NULL,8, NULL,80,Trinidad, NULL, 2012-08-29, n, n, n, n,www.angosturarum.com,NULL
157, ,Flamingo,lamingo,Flamingo, Flamingo, NULL,8, NULL,76,Bonaire, NULL, 2012-08-29, n, n, y, n,NULL,NULL
158,Flor de Ca–a, A–ejo Oro Gold 4, A–ejo Oro Gold 4,Flor de Ca–a A–ejo Oro Gold 4,Flor de Ca–a A–ejo Oro Gold 4,50,8, NULL,80,Nicaragua, NULL, 2012-08-29, n, n, n, n,www.flordecana.com,NULL
159,Flor de Ca–a, Centenario 12, Centenario 12,Flor de Ca–a Centenario 12,Flor de Ca–a Centenario 12,50,16, NULL,80,Nicaragua, NULL, 2012-08-29, n, n, n, n,www.flordecana.com,NULL
160,Flor de Ca–a, Centenario 18, Centenario 18,Flor de Ca–a Centenario 18,Flor de Ca–a Centenario 18,200,21, NULL,80,Nicaragua, NULL, 2012-08-29, y, n, n, n,www.flordecana.com,NULL
161,Flor de Ca–a, Extra Seco Dry 4, Extra Seco Dry 4,Flor de Ca–a Extra Seco Dry 4,Flor de Ca–a Extra Seco Dry 4, NULL,9, NULL,80,Nicaragua, NULL, 2012-08-29, n, n, n, n,www.flordecana.com,NULL
162,Flor de Ca–a, Gran Reserva 7, Gran Reserva 7,Flor de Ca–a Gran Reserva 7,Flor de Ca–a Gran Reserva 7, NULL,9, NULL,80,Nicaragua, NULL, 2012-08-29, n, n, n, n,www.flordecana.com,NULL
163,Fortuna, 8-year, 8-year,Fortuna 8-year, Fortuna 8-year, NULL,10, NULL,80,Nicaragua, NULL, 2012-08-29, n, n, n, n,www.ronfortuna.com,NULL
164,Foursquare, Spiced, Spiced,Foursquare Spiced, Foursquare Spiced, NULL,10, spiced,70,Barbados, NULL, 2012-08-29, n, n, n, n,NULL,NULL
165,Glaser Distillery, White, White,Glaser Distillery White, Glaser Distillery White, NULL,8, NULL,80,Oregon, OR, 2012-08-29, n, n, n, n,NULL,NULL
166,Goslings, Black Seal, Black Seal,Goslings Black Seal, Goslings Black Seal, NULL,9, NULL,80,Bermuda, NULL, 2012-08-29, n, n, n, n,www.goslingsrum.com,NULL
167,Goslings, Black Seal 151, Black Seal 151,Goslings Black Seal 151, Goslings Black Seal 151, NULL,9, NULL,151,Bermuda, NULL, 2012-08-29, n, n, n, n,www.goslingsrum.com,NULL
168,Goslings, Family Reserve Old, Family Reserve Old,Goslings Family Reserve Old, Goslings Family Reserve Old, NULL,22, NULL,80,Bermuda, NULL, 2012-08-29, n, n, n, n,www.goslingsrum.com,NULL
169,Goslings, Gold, Gold,Goslings Gold, Goslings Gold, NULL,9, NULL,80,Bermuda, NULL, 2012-08-29, n, n, n, n,www.goslingsrum.com,NULL
170,Hamilton, Jamaican Pot Still Black, Jamaican Pot Still Black,Hamilton Jamaican Pot Still Black, Hamilton Jamaican Pot Still Black, NULL,9, NULL,92.2,Jamaica, NULL, 2012-08-29, n, n, n, n,NULL,NULL
171,Hamilton, Jamaican Pot Still Gold, Jamaican Pot Still Gold,Hamilton Jamaican Pot Still Gold, Hamilton Jamaican Pot Still Gold, NULL,9, NULL,92.2,Jamaica, NULL, 2012-08-29, n, n, n, n,NULL,NULL
172,Hamilton, Saint Lucian Pot Still 2004 Aged, Saint Lucian Pot Still 2004 Aged,Hamilton Saint Lucian Pot Still 2004 Aged, Hamilton Saint Lucian Pot Still 2004 Aged, NULL,21, NULL,122.6,St. Lucia, NULL, 2012-08-29, n, n, n, n,NULL,NULL
173,Hamilton, Saint Lucian Pot Still 2005 Aged, Saint Lucian Pot Still 2005 Aged,Hamilton Saint Lucian Pot Still 2005 Aged, Hamilton Saint Lucian Pot Still 2005 Aged, NULL,19, NULL,127.2,St. Lucia, NULL, 2012-08-29, n, n, n, n,NULL,NULL
174,Hamilton, Saint Lucian Pot Still 2006 Aged, Saint Lucian Pot Still 2006 Aged,Hamilton Saint Lucian Pot Still 2006 Aged, Hamilton Saint Lucian Pot Still 2006 Aged, NULL,17, NULL,127.6,St. Lucia, NULL, 2012-08-29, n, n, n, n,NULL,NULL
175,Hamilton, Saint Lucian Pot Still 2008 Aged, Saint Lucian Pot Still 2008 Aged,Hamilton Saint Lucian Pot Still 2008 Aged, Hamilton Saint Lucian Pot Still 2008 Aged, NULL,15, NULL,118.6,St. Lucia, NULL, 2012-08-29, n, n, n, n,NULL,NULL
176,Havana Club, 7 A–os, 7 A–os,Havana Club 7 A–os, Havana Club 7 A–os, NULL,15, NULL,80,Cuba, NULL, 2012-08-29, n, n, n, y,NULL,Not for sale
177,Havana Club, A–ejo 3 A–os, A–ejo 3 A–os,Havana Club A–ejo 3 A–os, Havana Club A–ejo 3 A–os, NULL,14, NULL,80,Cuba, NULL, 2012-08-29, n, n, n, y,NULL,Not for sale
178,Havana Club, A–ejo Reserva, A–ejo Reserva,Havana Club A–ejo Reserva, Havana Club A–ejo Reserva, NULL,20, NULL,80,Cuba, NULL, 2012-08-29, n, n, n, y,NULL,Not for sale
179, ,Hawaiian Moonshine,awaiian Moonshine,Hawaiian Moonshine, Hawaiian Moonshine, NULL,12, NULL,100,Hawaii, HI, 2012-08-29, n, n, n, n,NULL,NULL
180,House Spirits, Stillroom, Stillroom,House Spirits Stillroom, House Spirits Stillroom, NULL,14, NULL,80,Oregon, OR, 2012-08-29, y, n, n, n,www.housespirits.com,NULL
181,J.M, 1997, 1997,J.M 1997, J.M 1997,300,35, NULL,96,Martinique, NULL, 2012-08-29, y, n, n, n,NULL,NULL
182,J.M, Gold, Gold,J.M Gold, J.M Gold,50,14, NULL,100,Martinique, NULL, 2012-08-29, n, n, n, n,www.rhum-jm.com,NULL
183,J.M, V.S.O.P., V.S.O.P.,J.M V.S.O.P., J.M V.S.O.P.,300,30, NULL,90,Martinique, NULL, 2012-08-29, n, n, n, n,NULL,NULL
184,J.M, White, White,J.M White, J.M White, NULL,13, NULL,100,Martinique, NULL, 2012-08-29, n, n, n, n,NULL,NULL
185,KanichŽ, Reserve, Reserve,KanichŽ Reserve,KanichŽ Reserve, NULL,9, NULL,80,Barbados, NULL, 2012-08-29, n, n, n, n,www.kanicherum.com,NULL
186,KanichŽ, XO, XO,KanichŽ XO,KanichŽ XO,100,12, NULL,80,Barbados, NULL, 2012-08-29, n, n, n, n,www.kanicherum.com,NULL
187, ,Kirk and Sweeney,irk and Sweeney,Kirk and Sweeney, Kirk and Sweeney, NULL,15, NULL,80,Dominican Republic, NULL, 2012-08-29, n, n, n, n,NULL,NULL
188,Kohala, Bay Dark, Bay Dark,Kohala Bay Dark, Kohala Bay Dark, NULL,10, NULL,87.6,Jamaica, NULL, 2012-08-29, n, n, n, n,NULL,Used extensively at the Mai Kai a mecca of tiki bars
189,Koloa, Kauai Dark, Kauai Dark,Koloa Kauai Dark, Koloa Kauai Dark, NULL,16, NULL,80,Hawaii, HI, 2012-08-29, n, n, n, n,www.koloarum.com,NULL
190,Koloa, Kauai Spice, Kauai Spice,Koloa Kauai Spice, Koloa Kauai Spice, NULL,16, spiced,88,Hawaii, HI, 2012-08-29, n, n, n, n,www.koloarum.com,NULL
191,La Favorite, AmbrÌ©, AmbrÌ©,La Favorite AmbrÌ©, La Favorite AmbrÌ©, NULL,15, NULL,100,Martinique, NULL, 2012-08-29, n, n, n, n,www.rhum-lafavorite.com,NULL
192,La Favorite, Blanc, Blanc,La Favorite Blanc, La Favorite Blanc,50,11, NULL,100,Martinique, NULL, 2012-08-29, n, n, n, n,NULL,NULL
193,La Favorite, Vieux, Vieux,La Favorite Vieux, La Favorite Vieux, NULL,17, NULL,80,Martinique, NULL, 2012-08-29, n, n, n, n,NULL,NULL
194, ,Lambs Navy,ambs Navy,Lambs Navy, Lambs Navy, NULL,18, blend,80,United Kingdom, NULL, 2012-08-29, n, n, n, n,www.lambsnavyrum.com,NULL
195,Leblon, cachaa, cachaa,Leblon cachaa, Leblon cachaa, NULL,9, NULL,80,Brazil, NULL, 2012-08-29, n, n, n, n,www.lebloncachaca.com,NULL
196,Lemon Hart, 151 Demerara, 151 Demerara,Lemon Hart 151 Demerara, Lemon Hart 151 Demerara, NULL,11, NULL,151,Guyana, NULL, 2012-08-29, n, n, n, n,www.lemonhartrum.com,NULL
197,Lemon Hart, 151 Demerara old bottling, 151 Demerara old bottling,Lemon Hart 151 Demerara old bottling, Lemon Hart 151 Demerara old bottling, NULL,18, NULL,151,Guyana, NULL, 2012-08-29, n, y, n, n,NULL,Discontinued
198,Lemon Hart, Demerara old bottling, Demerara old bottling,Lemon Hart Demerara old bottling, Lemon Hart Demerara old bottling, NULL,18, NULL,80,Guyana, NULL, 2012-08-29, n, y, n, n,www.lemonhartrum.com,Discontinued
199,Lemon Hart, Light Jamaica, Light Jamaica,Lemon Hart Light Jamaica, Lemon Hart Light Jamaica, NULL,40, NULL,86,Jamaica, NULL, 2012-08-29, n, y, n, n,NULL,rare 1970s bottling
200,Lost Spirits, Cuban Style, Cuban Style,Lost Spirits Cuban Style, Lost Spirits Cuban Style, NULL,12, NULL,151,California, CA, 2012-08-29, n, n, n, n,NULL,NULL
201,Lost Spirits, Navy Style 57%, Navy Style 57%,Lost Spirits Navy Style 57%, Lost Spirits Navy Style 57%, NULL,12, NULL,114,California, CA, 2012-08-29, n, n, n, n,NULL,NULL
202,Lost Spirits, Navy Style 68%, Navy Style 68%,Lost Spirits Navy Style 68%, Lost Spirits Navy Style 68%, NULL,12, NULL,136,California, CA, 2012-08-29, n, n, n, n,NULL,NULL
203,Lost Spirits, Polynesian Inspired, Polynesian Inspired,Lost Spirits Polynesian Inspired, Lost Spirits Polynesian Inspired, NULL,12, NULL,132,California, CA, 2012-08-29, n, n, n, n,NULL,NULL
204,Malibu, Red, Red,Malibu Red, Malibu Red, NULL,8, NULL,70,Barbados, NULL, 2012-08-29, n, n, n, n,NULL,NULL
205,Matusalem, Cl‡sico, Cl‡sico,Matusalem Cl‡sico, Matusalem Cl‡sico, NULL,8, NULL,80,Dominican Republic, NULL, 2012-08-29, n, n, n, n,NULL,NULL
206,Matusalem, Gran Reserva 15, Gran Reserva 15,Matusalem Gran Reserva 15, Matusalem Gran Reserva 15, NULL,10, NULL,80,Dominican Republic, NULL, 2012-08-29, n, n, n, n,NULL,NULL
207,Matusalem, Gran Reserva 18, Gran Reserva 18,Matusalem Gran Reserva 18, Matusalem Gran Reserva 18, NULL,14, NULL,80,Dominican Republic, NULL, 2012-08-29, n, n, n, n,NULL,NULL
208,Matusalem, Platino, Platino,Matusalem Platino, Matusalem Platino, NULL,8, NULL,80,Dominican Republic, NULL, 2012-08-29, n, n, n, n,NULL,NULL
209,Medellin, 12-year, 12-year,Medellin 12-year, Medellin 12-year, NULL,12, NULL,75,Colombia, NULL, 2012-08-29, n, n, n, n,NULL,NULL
210,Medellin, 3-year, 3-year,Medellin 3-year, Medellin 3-year, NULL,8, NULL,75,Colombia, NULL, 2012-08-29, n, n, n, n,NULL,NULL
211,Medellin, 8-year, 8-year,Medellin 8-year, Medellin 8-year, NULL,9, NULL,75,Colombia, NULL, 2012-08-29, n, n, n, n,NULL,NULL
212, ,Military Special,ilitary Special,Military Special, Military Special, NULL,8, NULL,80,USA, NULL, 2012-08-29, n, n, y, n,NULL,NULL
213,Milonario Solera,a 15 Reserva Especial,a 15 Reserva Especial,Millonario Solera 15 Reserva Especial, Millonario Solera 15 Reserva Especial, NULL,13, NULL,80,Peru, NULL, 2012-08-29, n, n, n, n,www.ronmillonario.com,NULL
214,Mocambo, 20-year, 20-year,Mocambo 20-year, Mocambo 20-year, NULL,18, NULL,80,Mexico, NULL, 2012-08-29, n, n, n, n,NULL,NULL
215,Montanya, Oro, Oro,Montanya Oro, Montanya Oro,50,13, NULL,80,Colorado, CO, 2012-08-29, n, n, n, n,www.montanyarum.com,NULL
216,Montanya, Platino, Platino,Montanya Platino, Montanya Platino, NULL,12, NULL,80,Colorado, CO, 2012-08-29, n, n, n, n,www.montanyarum.com,NULL
217,Montecristo, 12-year, 12-year,Montecristo 12-year, Montecristo 12-year, NULL,11, NULL,80,Guatemala, NULL, 2012-08-29, n, n, n, n,NULL,NULL
218,Mount Gay, 1703, 1703,Mount Gay 1703, Mount Gay 1703,300,33, NULL,86,Barbados, NULL, 2012-08-29, n, n, n, n,www.mountgayrum.com,NULL
219,Mount Gay, Black Barrel, Black Barrel,Mount Gay Black Barrel, Mount Gay Black Barrel, NULL,10, NULL,86,Barbados, NULL, 2012-08-29, n, n, n, n,www.mountgayrum.com,NULL
220,Mount Gay, Eclipse, Eclipse,Mount Gay Eclipse, Mount Gay Eclipse,50,8, NULL,80,Barbados, NULL, 2012-08-29, n, n, n, n,www.mountgayrum.com,NULL
221,Mount Gay, Eclipse Black, Eclipse Black,Mount Gay Eclipse Black, Mount Gay Eclipse Black, NULL,9, NULL,100,Barbados, NULL, 2012-08-29, n, y, n, n,NULL,NULL
222,Mount Gay, Extra Old, Extra Old,Mount Gay Extra Old, Mount Gay Extra Old,50,15, NULL,86,Barbados, NULL, 2012-08-29, n, n, n, n,www.mountgayrum.com,NULL
223,Mount Gay, Silver, Silver,Mount Gay Silver, Mount Gay Silver, NULL,8, NULL,80,Barbados, NULL, 2012-08-29, n, n, n, n,www.mountgayrum.com,NULL
224,Mount Gay, Special Reserve, Special Reserve,Mount Gay Special Reserve, Mount Gay Special Reserve, NULL,14, NULL,80,Barbados, NULL, 2012-08-29, n, y, n, n,www.mountgayrum.com,NULL
225,Neisson, Blanc, Blanc,Neisson Blanc, Neisson Blanc, NULL,14, NULL,100,Martinique, NULL, 2012-08-29, n, n, n, n,www.neisson.com,NULL
226,Neisson, ElevŽ Sous Bois, ElevŽ Sous Bois,Neisson ElevŽ Sous Bois, Neisson ElevŽ Sous Bois, NULL,21, NULL,100,Martinique, NULL, 2012-08-29, n, n, n, n,www.neisson.com,NULL
227,Neisson, RŽserve SpŽcial, RŽserve SpŽcial,Neisson RŽserve SpŽcial, Neisson RŽserve SpŽcial,200,23, NULL,84,Martinique, NULL, 2012-08-29, n, n, n, n,www.neisson.com,NULL
228,Novo Fogo, Barrel 89 cachaa, Barrel 89 cachaa,Novo Fogo Barrel 89 cachaa, Novo Fogo Barrel 89 cachaa, NULL,38, NULL,82,Brazil, NULL, 2012-08-29, n, n, n, y,NULL,NULL
229,Novo Fogo, Gold cachaa, Gold cachaa,Novo Fogo Gold cachaa, Novo Fogo Gold cachaa,50,12, NULL,80,Brazil, NULL, 2012-08-29, n, n, n, n,www.novofogo.com,NULL
230,Novo Fogo, Silver cachaa, Silver cachaa,Novo Fogo Silver cachaa, Novo Fogo Silver cachaa,50,10, NULL,80,Brazil, NULL, 2012-08-29, n, n, n, n,www.novofogo.com,NULL
231,Old Brigand, Black Label, Black Label,Old Brigand Black Label, Old Brigand Black Label, NULL,10, NULL,80,Barbados, NULL, 2012-08-29, n, n, n, n,NULL,NULL
232, ,Old Monk,ld Monk,Old Monk, Old Monk, NULL,8, NULL,84.4,India, NULL, 2012-08-29, n, n, n, n,NULL,Indias favorite rum!
233,Old New Orleans, 10-year, 10-year,Old New Orleans 10-year, Old New Orleans 10-year, NULL,21, NULL,80,Louisiana, LA, 2012-08-29, n, n, n, n,NULL,NULL
234,Old New Orleans, 3-year, 3-year,Old New Orleans 3-year, Old New Orleans 3-year, NULL,12, NULL,80,Louisiana, LA, 2012-08-29, n, n, n, n,www.neworleansrum.com,NULL
235,Old New Orleans, Cajun Spice, Cajun Spice,Old New Orleans Cajun Spice, Old New Orleans Cajun Spice, NULL,12, spiced,80,Louisiana, LA, 2012-08-29, n, n, n, n,www.neworleansrum.com,NULL
236,Old New Orleans, Crystal, Crystal,Old New Orleans Crystal, Old New Orleans Crystal, NULL,10, NULL,80,Louisiana, LA, 2012-08-29, n, n, n, n,NULL,NULL
237,OLO, Brazilian Silver rum, Brazilian Silver rum,OLO Brazilian Silver rum, OLO Brazilian Silver rum, NULL,8, NULL,80,Brazil, NULL, 2012-08-29, n, n, n, n,NULL,NULL
238,OLO, Brazilian Spiced rum, Brazilian Spiced rum,OLO Brazilian Spiced rum, OLO Brazilian Spiced rum, NULL,8, spiced,80,Brazil, NULL, 2012-08-29, n, n, n, n,NULL,NULL
239, ,Oronoco,ronoco,Oronoco, Oronoco, NULL,10, NULL,80,Brazil, NULL, 2012-08-29, n, n, n, n,none,NULL
240, ,Pacific,acific,Pacific, Pacific,50,10, NULL,80,Oregon, OR, 2012-08-29, n, n, n, n,www.bullrundistillery.com,NULL
241, ,Pampero Aniversario,ampero Aniversario,Pampero Aniversario, Pampero Aniversario, NULL,12, NULL,80,Venezuela, NULL, 2012-08-29, y, n, n, n,none,NULL
242,Papas, Pilar Blonde, Pilar Blonde,Papas Pilar Blonde, Papas Pilar Blonde, NULL,9, blend,84,USA, NULL, 2012-08-29, n, n, n, n,www.papaspilar.com,NULL
243,Papas, Pilar Dark, Pilar Dark,Papas Pilar Dark, Papas Pilar Dark, NULL,9, blend,86,USA, NULL, 2012-08-29, n, n, n, n,www.papaspilar.com,NULL
244,Peirates, Local Choice Lake Chelan, Local Choice Lake Chelan,Peirates Local Choice Lake Chelan, Peirates Local Choice Lake Chelan, NULL,12, NULL,80,Washington, WA, 2012-08-29, n, n, n, n,www.bluespiritsdistilling.com,NULL
245,Penny Blue, XO, XO,Penny Blue XO, Penny Blue XO, NULL,19, NULL,88.2,Mauritius, NULL, 2012-08-29, n, n, n, n,NULL,NULL
246, ,Phraya,hraya,Phraya, Phraya, NULL,11, NULL,80,Thailand, NULL, 2012-08-29, n, n, n, n,NULL,NULL
247,Plantation, 3 Stars, 3 Stars,Plantation 3 Stars, Plantation 3 Stars, NULL,9, blend,82.4,France, NULL, 2012-08-29, n, n, n, n,NULL,NULL
248,Plantation, 5-year Barbados, 5-year Barbados,Plantation 5-year Barbados, Plantation 5-year Barbados,50,9, NULL,80,Barbados, NULL, 2012-08-29, n, n, n, n,www.plantationrhum.com,NULL
249,Plantation,Guatemala XO, Guatemala XO,Plantation Guatemala XO, Plantation Guatemala XO,100,15, NULL,80,Guatemala, NULL, 2012-08-29, n, n, n, n,NULL,NULL
250,Plantation, Old Reserve Barbados 2000, Old Reserve Barbados 2000,Plantation Old Reserve Barbados 2000, Plantation Old Reserve Barbados 2000, NULL,16, NULL,84,Barbados, NULL, 2012-08-29, n, n, n, y,www.plantationrhum.com,NULL
251,Plantation, Old Reserve Barbados 2001, Old Reserve Barbados 2001,Plantation Old Reserve Barbados 2001, Plantation Old Reserve Barbados 2001, NULL,16, NULL,84,Barbados, NULL, 2012-08-29, n, n, n, y,NULL,NULL
252,Plantation, Old Reserve Guadeloupe 1998, Old Reserve Guadeloupe 1998,Plantation Old Reserve Guadeloupe 1998, Plantation Old Reserve Guadeloupe 1998, NULL,24, NULL,84,Guadeloupe, NULL, 2012-08-29, n, n, n, y,www.plantationrhum.com,NULL
253,Plantation, Old Reserve Nicaragua 1998, Old Reserve Nicaragua 1998,Plantation Old Reserve Nicaragua 1998, Plantation Old Reserve Nicaragua 1998, NULL,16, NULL,90,Nicaragua, NULL, 2012-08-29, n, n, n, y,www.plantationrhum.com,NULL
254,Plantation, Old Reserve Panama 2000, Old Reserve Panama 2000,Plantation Old Reserve Panama 2000, Plantation Old Reserve Panama 2000,200,18, NULL,84,Panama, NULL, 2012-08-29, y, y, n, n,www.plantationrhum.com,NULL
255,Plantation, Old Reserve Trinidad 1999, Old Reserve Trinidad 1999,Plantation Old Reserve Trinidad 1999, Plantation Old Reserve Trinidad 1999, NULL,18, NULL,84,Trinidad, NULL, 2012-08-29, n, n, n, y,www.plantationrhum.com,NULL
256,Plantation, Original Dark, Original Dark,Plantation Original Dark, Plantation Original Dark,50,12, NULL,80,Trinidad, NULL, 2012-08-29, n, n, n, n,www.plantationrhum.com,NULL
257,Plantation, Original Dark 73% Overproof, Original Dark 73% Overproof,Plantation Original Dark 73% Overproof, Plantation Original Dark 73% Overproof, NULL,12, NULL,146,Trinidad, NULL, 2012-08-29, n, n, n, n,www.plantationrhum.com,NULL
258,Plantation, XO 20th Anniversary, XO 20th Anniversary,Plantation XO 20th Anniversary, Plantation XO 20th Anniversary,200,19, NULL,80,Barbados, NULL, 2012-08-29, n, n, n, n,NULL,Sherry finished a Hale Pele favorite!
259,Prichards, Crystal, Crystal,Prichards Crystal, Prichards Crystal, NULL,15, NULL,80,Tennessee, TN, 2012-08-29, n, n, n, n,www.prichardsdistillery.com,NULL
260, ,Providencia,rovidencia,Providencia, Providencia, NULL,12, blend,80,United Kingdom, NULL, 2012-08-29, n, n, n, n,www.mayfairbrands.com,NULL
261,Pumpkin Face, 23, 23,Pumpkin Face 23, Pumpkin Face 23, NULL,15, NULL,80,Dominican Republic, NULL, 2012-08-29, n, n, n, n,www.pumpkinfacerum.com,NULL
262,Pumpkin Face, Reserve, Reserve,Pumpkin Face Reserve, Pumpkin Face Reserve, NULL,13, NULL,80,Dominican Republic, NULL, 2012-08-29, n, n, n, n,www.pumpkinfacerum.com,NULL
263,Pumpkin Face, White, White,Pumpkin Face White, Pumpkin Face White, NULL,13, NULL,80,Dominican Republic, NULL, 2012-08-29, n, n, n, n,www.pumpkinfacerum.com,NULL
264,Pussers,,,Pussers, Pussers,50,9, NULL,84,British Virgin Islands, NULL, 2012-08-29, n, n, n, n,www.pussers.com,A blend of rums based on British Navy Rum
265,Pussers, 15-year, 15-year,Pussers 15-year, Pussers 15-year,200,21, NULL,80,British Virgin Islands, NULL, 2012-08-29, n, n, n, n,NULL,NULL
266,Pyrat, Pistol, Pistol,Pyrat Pistol, Pyrat Pistol, NULL,14, NULL,80,Anguilla, NULL, 2012-08-29, y, y, n, n,NULL,NULL
267,Pyrat, Superior Blanco, Superior Blanco,Pyrat Superior Blanco, Pyrat Superior Blanco, NULL,9, NULL,80,Anguilla, NULL, 2012-08-29, n, y, n, n,NULL,NULL
268,Pyrat, XO Reserve, XO Reserve,Pyrat XO Reserve, Pyrat XO Reserve, NULL,10, NULL,80,Guyana, NULL, 2012-08-29, n, n, n, n,www.pyratrum.com,NULL
269,R.L. Seales, Finest Barbados, Finest Barbados,R.L. Seales Finest Barbados, R.L. Seales Finest Barbados, NULL,14, NULL,86,Barbados, NULL, 2012-08-29, n, n, n, n,NULL,NULL
270,Red Island, Black Spiced, Black Spiced,Red Island Black Spiced, Red Island Black Spiced, NULL,9, spiced,70,Oregon, OR, 2012-08-29, n, n, n, n,www.indiospirits.com,NULL
271,Red Island, Finger Lime, Finger Lime,Red Island Finger Lime, Red Island Finger Lime, NULL,9, flavored,79,Oregon, OR, 2012-08-29, n, n, n, n,www.indiospirits.com,NULL
272,Renegade, Barbados, Barbados,Renegade Barbados, Renegade Barbados, NULL,24, NULL,92,Barbados, NULL, 2012-08-29, n, n, n, y,NULL,Black Rock Distillery 2000
273,Renegade, Grenada, Grenada,Renegade Grenada, Renegade Grenada, NULL,25, NULL,92,Grenada, NULL, 2012-08-29, n, n, n, y,NULL,NULL
274,Renegade, Jamaica, Jamaica,Renegade Jamaica, Renegade Jamaica, NULL,25, NULL,92,Jamaica, NULL, 2012-08-29, n, n, n, y,NULL,NULL
275,Rogue Spirits, Dark, Dark,Rogue Spirits Dark, Rogue Spirits Dark, NULL,12, NULL,80,Oregon, OR, 2012-08-29, n, n, n, n,www.rogue.com,NULL
276,Ron de Jeremy,,,Ron de Jeremy, Ron de Jeremy,50,11, NULL,80,Panama, NULL, 2012-08-29, n, n, n, n,www.rondejeremy.com,NULL
277,Ron de Jeremy, Spiced, Spiced,Ron de Jeremy Spiced, Ron de Jeremy Spiced, NULL,9, spiced,94,Panama, NULL, 2012-08-29, n, n, n, n,www.rondejeremy.com,NULL
278, ,Rum Jumbie,um Jumbie,Rum Jumbie, Rum Jumbie, NULL,8, NULL,60,Panama, NULL, 2012-08-29, n, n, n, n,NULL,NULL
279, ,Sailor Jerry,ailor Jerry,Sailor Jerry, Sailor Jerry, NULL,9, spiced,92,US Virgin Islands, NULL, 2012-08-29, n, n, n, n,www.sailorjerry.com,NULL
280,Saint James, Hors DAge, Hors DAge,Saint James Hors DAge, Saint James Hors DAge, NULL,28, NULL,84,Martinique, NULL, 2012-08-29, n, n, n, n,www.saintjames-rum.com,NULL
281,Saint James, Royal Ambre, Royal Ambre,Saint James Royal Ambre, Saint James Royal Ambre, NULL,14, NULL,90,Martinique, NULL, 2012-08-29, n, n, n, y,www.saintjames-rum.com,NULL
282,Samaroli, Caribbean 2003, Caribbean 2003,Samaroli Caribbean 2003, Samaroli Caribbean 2003, NULL,33, blend,90,Italy, NULL, 2012-08-29, n, n, n, y,NULL,Contains Cuban rum
283,Samaroli, Demerara Dark 1995, Demerara Dark 1995,Samaroli Demerara Dark 1995, Samaroli Demerara Dark 1995, NULL,44, NULL,90,Guyana, NULL, 2012-08-29, n, n, n, y,www.samaroli.it,NULL
284,Santa Teresa, 1796, 1796,Santa Teresa 1796, Santa Teresa 1796,100,14, NULL,80,Venezuela, NULL, 2012-08-29, n, n, n, n,NULL,NULL
285,Santa Teresa, AÌ±ejo, AÌ±ejo,Santa Teresa AÌ±ejo, Santa Teresa AÌ±ejo, NULL,10, NULL,80,Venezuela, NULL, 2012-08-29, n, n, n, n,NULL,NULL
286,Santa Teresa, Claro, Claro,Santa Teresa Claro, Santa Teresa Claro, NULL,9, NULL,80,Venezuela, NULL, 2012-08-29, n, n, n, n,NULL,NULL
287,Santa Teresa, Selecto, Selecto,Santa Teresa Selecto, Santa Teresa Selecto, NULL,10, NULL,80,Venezuela, NULL, 2012-08-29, n, n, n, n,NULL,NULL
288, ,Scarlet Ibis,carlet Ibis,Scarlet Ibis, Scarlet Ibis,50,12, NULL,98,Trinidad, NULL, 2012-08-29, n, n, n, n,www.alpenz.com,NULL
289, ,Screech,creech,Screech, Screech, NULL,10, NULL,80,Jamaica, NULL, 2012-08-29, n, n, n, n,www.screechrum.com,Traditional rum of Newfoundland
290, ,Sea Wynde,ea Wynde,Sea Wynde, Sea Wynde, NULL,15, blend,92,USA, NULL, 2012-08-29, n, n, n, n,www.castlebrandsinc.com,NULL
291, ,Selvarey Cacao,elvarey Cacao,Selvarey Cacao, Selvarey Cacao, NULL,11, flavored,70,Panama, NULL, 2012-08-29, n, n, n, n,www.selvarey.com,Cacao infused
292,Seven, Devils, Devils,Seven Devils, Seven Devils, NULL,11, NULL,80,Oregon, OR, 2012-08-29, n, n, n, n,NULL,NULL
